|va|00005|0|1.5189e-10|-4.8749e-10|-1.6495e-10|4.8711e-10|-2.0965e-10|-3.5460e-10|
|va|00005|36|1.3870e-11|-1.8008e-10|6.1027e-10|-1.3483e-10|-1.5600e-10|1.7537e-10|
|va|00005|72|-6.7848e-10|-2.4374e-10|2.6279e-10|2.2998e-10|-9.1958e-11|2.2598e-10|
|va|00005|108|4.0814e-10|2.8922e-10|5.8208e-11|4.6776e-10|-2.3435e-11|-4.2870e-11|
|va|00005|144|4.0927e-10|4.1427e-10|4.7112e-10|4.5928e-10|3.2195e-10|-4.8621e-10|
|va|00005|180|3.8199e-11|3.3015e-10|4.0018e-11|-4.8407e-10|-3.6187e-10|4.6270e-10|
|va|00005|216|-6.7666e-10|-3.7733e-10|-1.5689e-11|2.6638e-10|4.1086e-11|3.1799e-10|
|va|00005|252|2.4920e-10|-3.7562e-10|2.5193e-10|8.5882e-11|-2.8183e-10|2.0164e-10|
|va|00005|288|2.4693e-10|2.9104e-10|2.4556e-11|2.4238e-10|-3.7195e-10|-4.1678e-10|
|va|00005|324|-3.8017e-10|5.5570e-10|-3.8563e-10|3.0821e-10|-3.7982e-10|-1.7605e-10|
|va|00005|360|-5.4115e-10|-5.1841e-10|1.2233e-10|3.9648e-12|3.7355e-10|-9.2712e-11|
|va|00005|396|4.9567e-10|9.4133e-11|-1.7508e-11|3.4491e-10|2.2074e-10|4.3618e-10|
|va|00005|432|3.8073e-10|2.8376e-10|9.1859e-11|3.0306e-11|-2.5633e-10|3.8577e-10|
|va|00005|468|-2.9468e-10|-1.3461e-10|8.9585e-11|3.9434e-10|-2.7131e-10|-1.1637e-10|
|va|00005|504|-2.6830e-10|1.0459e-10|-2.6830e-10|3.8528e-10|3.7182e-10|3.4986e-10|
|va|00005|540|-1.0914e-11|-1.0300e-10|5.3069e-10|-1.8563e-10|1.5913e-11|-1.9001e-11|
|va|00005|576|2.1600e-10|3.3197e-10|4.4565e-11|-9.0699e-11|-4.2708e-10|-1.4411e-12|
|va|00005|612|1.2733e-10|-1.5427e-10|-2.6398e-10|4.6366e-10|5.9294e-11|-8.8865e-11|
|va|00005|648|-7.3896e-11|2.8558e-10|-3.2287e-11|1.4261e-10|4.3003e-10|-3.7547e-10|
|va|00005|684|1.9645e-10|2.7558e-10|-2.0009e-10|8.2985e-11|-3.9106e-10|-1.3621e-10|
|va|00005|720|3.6380e-11|-2.2192e-10|5.6161e-10|1.6113e-10|-3.7710e-10|-6.9516e-11|
|va|00005|756|-5.9663e-10|1.1596e-10|3.0786e-10|2.2131e-10|-2.1593e-10|1.7906e-10|
|va|00005|792|-2.9286e-10|4.0927e-12|1.1005e-10|-1.5279e-10|2.0383e-10|-3.8107e-10|
|va|00005|828|1.3779e-10|1.1005e-10|1.2915e-10|-3.1088e-11|-3.4086e-10|1.0728e-10|
|va|00005|864|-1.6735e-10|1.0914e-10|-2.1214e-10|-3.5846e-11|-3.5064e-10|-2.9963e-10|
|va|00005|900|3.7016e-10|-2.9740e-10|9.1859e-11|4.1756e-10|6.7709e-11|4.2502e-10|
|va|00005|936|2.8012e-10|3.1207e-10|-2.1578e-10|6.0627e-11|3.3067e-10|1.1459e-10|
|va|00005|972|-5.0295e-10|2.9650e-10|1.5007e-10|-4.8621e-10|-2.9272e-10|3.4366e-10|
|va|00005|1008|-1.9645e-10|6.7075e-11|3.6925e-10|-2.7109e-10|1.5273e-10|-4.8582e-10|
|va|00005|1044|-1.4313e-10|-9.0040e-11|2.4011e-10|-3.8702e-10|-3.0999e-11|-2.5646e-11|
|va|00005|1080|1.1096e-10|6.7575e-10|5.9117e-11|-4.0684e-10|-4.7942e-10|4.4536e-10|
|va|00005|1116|7.6398e-11|-4.6384e-11|-9.4587e-11|-4.0511e-10|-3.2419e-10|3.1586e-10|
|va|00005|1152|-1.7826e-10|-5.3433e-10|1.7417e-10|-4.8452e-10|1.9206e-10|2.7270e-10|
|va|00005|1188|-1.2915e-10|-3.0468e-10|5.3205e-11|-2.9416e-10|-3.1622e-10|-4.5114e-10|
|va|00005|1224|8.2764e-11|5.7025e-10|-5.8208e-11|1.8130e-10|4.5776e-10|-4.0712e-10|
|va|00005|1260|-4.5293e-10|-3.4288e-10|-1.1869e-10|-2.9603e-10|-4.3562e-10|4.9423e-10|
|va|00005|1296|-5.9390e-10|-4.3201e-10|-2.9831e-10|2.2373e-10|2.7641e-10|2.5144e-10|
|va|00005|1332|1.6462e-10|-2.7012e-10|4.6862e-10|3.9841e-10|-4.2996e-10|3.7905e-11|
|va|00005|1368|-1.3461e-10|5.4933e-10|8.0036e-11|-8.3907e-11|-2.4598e-10|-2.0135e-10|
|va|00005|1404|-4.4929e-10|4.7339e-10|1.0141e-10|-3.2463e-10|-4.7997e-10|-3.6484e-10|
|va|00005|1440|3.0752e-10|-2.4647e-10|-5.0295e-10|-2.5585e-10|1.2350e-10|4.4086e-10|
|va|00005|1476|4.4929e-10|3.3151e-10|2.0191e-10|1.2426e-10|-4.8761e-10|3.5904e-10|
|va|00005|1512|-2.5193e-10|-1.1823e-10|-1.2278e-10|-1.5677e-10|1.1504e-10|-3.5168e-10|
|va|00005|1548|-6.5302e-10|8.2309e-11|-2.9468e-10|-4.7106e-10|3.8411e-10|1.4153e-11|
|va|00005|1584|4.4429e-10|1.3642e-10|-2.6102e-10|1.6368e-11|-1.6535e-10|5.2645e-11|
|va|00005|1620|-4.1973e-10|-7.8217e-11|-2.6193e-10|-4.0993e-10|4.2444e-10|-4.2906e-10|
|va|00005|1656|-2.4374e-10|-1.5734e-10|-2.5511e-10|-1.3747e-10|-4.5113e-10|4.7495e-10|
|va|00005|1692|-1.1460e-10|-5.9299e-10|-4.0609e-10|-3.0720e-10|-2.1450e-10|-1.6916e-10|
|va|00005|1728|2.9013e-10|1.0687e-10|-8.9162e-11|5.1069e-11|-1.3859e-10|1.7770e-10|
|va|00005|1764|4.0700e-11|5.6389e-11|5.8571e-10|9.8450e-11|-2.6607e-10|1.2031e-10|
|va|00005|1800|7.0941e-11|1.6234e-10|-3.4917e-10|1.5901e-10|-8.0541e-11|-2.8738e-10|
|va|00005|1836|-2.1009e-10|-5.9390e-10|-1.7644e-10|-2.6292e-11|-4.1239e-11|-2.1118e-10|
|va|00005|1872|2.6921e-10|-4.8431e-10|-1.0778e-10|-4.3850e-10|-3.9194e-10|-6.4579e-12|
